HGNC ID	Approved Symbol	Approved Name	Entrez Gene ID	Entrez Gene ID(supplied by NCBI)	Ensembl ID(supplied by Ensembl)
HGNC:3105	DYT5~withdrawn	symbol withdrawn, see GCH1			
HGNC:3106	DYT6~withdrawn	symbol withdrawn, see THAP1			
HGNC:3107	DYT7	dystonia 7, torsion (autosomal dominant)		1866	
HGNC:37199	DYT10~withdrawn	symbol withdrawn, see PRRT2			
HGNC:3099	DYT11~withdrawn	symbol withdrawn, see SGCE			
HGNC:3100	DYT12~withdrawn	symbol withdrawn, see ATP1A3			
HGNC:3101	DYT13	dystonia 13, torsion		93983	
HGNC:14936	DYT14~withdrawn	symbol withdrawn, see GCH1			
HGNC:31376	DYT15	dystonia 15, myoclonic	317714	317714	
HGNC:35416	DYT17	dystonia 17		100216344	
HGNC:39436	DYT21	dystonia 21, torsion (autosomal dominant)		100885773	
HGNC:39512	DYT22	dystonia 22		109729101	
HGNC:23279	DYTN	dystrotelin	391475	391475	ENSG00000232125
HGNC:3108	DYX1	dyslexia susceptibility 1		1867	
HGNC:3109	DYX2	dyslexia susceptibility 2			
HGNC:3110	DYX3	dyslexia susceptibility 3		11192	
HGNC:3111	DYX4	dyslexia susceptibility 4		26300	
HGNC:18343	DYX5	dyslexia susceptibility 5		171089	
HGNC:19352	DYX6	dyslexia susceptibility 6		266691	
HGNC:19324	DYX7	dyslexia susceptibility 7		266726	
HGNC:19951	DYX8	dyslexia susceptibility 8		406874	
HGNC:16755	DYX9	dyslexia susceptibility 9	474159	474159	
HGNC:15858	DZANK1	double zinc ribbon and ankyrin repeat domains 1	55184	55184	ENSG00000089091
HGNC:20908	DZIP1	DAZ interacting zinc finger protein 1	22873	22873	ENSG00000134874
HGNC:26551	DZIP1L	DAZ interacting zinc finger protein 1 like	199221	199221	ENSG00000158163
HGNC:30938	DZIP3	DAZ interacting zinc finger protein 3	9666	9666	ENSG00000198919
HGNC:3113	E2F1	E2F transcription factor 1	1869	1869	ENSG00000101412
HGNC:3114	E2F2	E2F transcription factor 2	1870	1870	ENSG00000007968
HGNC:3115	E2F3	E2F transcription factor 3	1871	1871	ENSG00000112242
HGNC:41329	E2F3-IT1	E2F3 intronic transcript 1		100874268	ENSG00000224707
HGNC:3116	E2F3P1	E2F transcription factor 3 pseudogene 1	1872	1872	ENSG00000267046
HGNC:3117	E2F3P2	E2F transcription factor 3 pseudogene 2	100420003	100420003	ENSG00000203435
HGNC:3118	E2F4	E2F transcription factor 4	1874	1874	ENSG00000205250
HGNC:38684	E2F4P1	E2F transcription factor 4 pseudogene 1	100131899	100131899	ENSG00000231276
HGNC:3119	E2F5	E2F transcription factor 5	1875	1875	ENSG00000133740
HGNC:3120	E2F6	E2F transcription factor 6	1876	1876	ENSG00000169016
HGNC:51449	E2F6P1	E2F transcription factor 6 pseudogene 1	386610	386610	ENSG00000234764
HGNC:51450	E2F6P2	E2F transcription factor 6 pseudogene 2	376818	376818	ENSG00000224688
HGNC:51451	E2F6P3	E2F transcription factor 6 pseudogene 3	100420178	100420178	ENSG00000226885
HGNC:51452	E2F6P4	E2F transcription factor 6 pseudogene 4	139542	139542	ENSG00000231513
HGNC:23820	E2F7	E2F transcription factor 7	144455	144455	ENSG00000165891
HGNC:24727	E2F8	E2F transcription factor 8	79733	79733	ENSG00000129173
HGNC:3121	E4F1	E4F transcription factor 1	1877	1877	ENSG00000167967
HGNC:3112	E11S	ECHO virus (serotypes 4, 6, 11, 19) sensitivity		1878	
HGNC:20907	EAF1	ELL associated factor 1	85403	85403	ENSG00000144597
HGNC:42328	EAF1-AS1	EAF1 antisense RNA 1		100873956	ENSG00000249786
HGNC:23115	EAF2	ELL associated factor 2	55840	55840	ENSG00000145088
HGNC:19312	EAPP	E2F associated phosphoprotein	55837	55837	ENSG00000129518
HGNC:29419	EARS2	glutamyl-tRNA synthetase 2, mitochondrial	124454	124454	ENSG00000103356
HGNC:3123	EBAG9	estrogen receptor binding site associated, antigen, 9	9166	9166	ENSG00000147654
HGNC:45233	EBAG9P1	estrogen receptor binding site associated, antigen, 9 pseudogene 1	100422254	100422254	ENSG00000233690
HGNC:3124	EBD1~withdrawn	symbol withdrawn, see COL7A1			
HGNC:3125	EBDCT~withdrawn	symbol withdrawn, see COL7A1			
HGNC:3126	EBF1	early B cell factor 1	1879	1879	ENSG00000164330
HGNC:19090	EBF2	early B cell factor 2	64641	64641	ENSG00000221818
HGNC:19087	EBF3	early B cell factor 3	253738	253738	ENSG00000108001
HGNC:29278	EBF4	early B cell factor 4	57593	57593	ENSG00000088881
HGNC:3127	EBI1~withdrawn	symbol withdrawn, see CCR7			
HGNC:3129	EBI3	Epstein-Barr virus induced 3	10148	10148	ENSG00000105246
HGNC:39430	EBLN1	endogenous Bornavirus like nucleoprotein 1	340900	340900	ENSG00000223601
HGNC:25493	EBLN2	endogenous Bornavirus like nucleoprotein 2	55096	55096	ENSG00000255423
HGNC:50682	EBLN3P	endogenous Bornavirus-like nucleoprotein 3, pseudogene	100506710	100506710	ENSG00000281649
HGNC:3130	EBM	epidermolysis bullosa, macular type		1881	
HGNC:3131	EBN1~withdrawn	symbol withdrawn, see KCNQ2 and CHRNA4			
HGNC:3132	EBN2~withdrawn	symbol withdrawn, see KCNQ3			
HGNC:15531	EBNA1BP2	EBNA1 binding protein 2	10969	10969	ENSG00000117395
HGNC:3133	EBP	EBP, cholestenol delta-isomerase	10682	10682	ENSG00000147155
HGNC:18061	EBPL	EBP like	84650	84650	ENSG00000123179
HGNC:3134	EBR1~withdrawn	symbol withdrawn, see COL7A1			
HGNC:3135	EBR2A~withdrawn	symbol withdrawn, see LAMC2			
HGNC:3136	EBR3	epidermolysis bullosa 3, progressiva	1884	1884	
HGNC:3137	EBR4	epidermolysis bullosa 4, pseudojunctional (intraepidermal)	1885	1885	
HGNC:3138	EBS1~withdrawn	symbol withdrawn, see PLEC			
HGNC:3139	EBS2~withdrawn	symbol withdrawn, see KRT5			
HGNC:3140	EBS3~withdrawn	symbol withdrawn, see KRT14			
HGNC:3141	EBS4~withdrawn	symbol withdrawn, see KRT14			
HGNC:3142	EBVM1	Epstein Barr virus modification site 1	1887		
HGNC:3143	EBVS1	Epstein Barr virus integration site 1	1888	1888	
HGNC:3144	ECA1	epilepsy, childhood absence 1		50966	
HGNC:17029	ECD	ecdysoneless cell cycle regulator	11319	11319	ENSG00000122882
HGNC:3146	ECE1	endothelin converting enzyme 1	1889	1889	ENSG00000117298
HGNC:13275	ECE2	endothelin converting enzyme 2	9718	9718	ENSG00000145194
HGNC:3147	ECEL1	endothelin converting enzyme like 1	9427	9427	ENSG00000171551
HGNC:14017	ECEL1P1	endothelin converting enzyme like 1 pseudogene 1	100131546	100131546	ENSG00000204121
HGNC:14019	ECEL1P2	endothelin converting enzyme like 1 pseudogene 2	347694	347694	ENSG00000244280
HGNC:14018	ECEL1P3	endothelin converting enzyme like 1 pseudogene 3	260332	260332	ENSG00000230122
HGNC:3149	ECH1	enoyl-CoA hydratase 1	1891	1891	ENSG00000104823
HGNC:3150	ECHD~withdrawn	symbol withdrawn, see EHHADH			
HGNC:21489	ECHDC1	ethylmalonyl-CoA decarboxylase 1	55862	55862	ENSG00000093144
HGNC:23408	ECHDC2	enoyl-CoA hydratase domain containing 2	55268	55268	ENSG00000121310
HGNC:23489	ECHDC3	enoyl-CoA hydratase domain containing 3	79746	79746	ENSG00000134463
HGNC:3151	ECHS1	enoyl-CoA hydratase, short chain 1	1892	1892	ENSG00000127884
HGNC:2703	ECI1	enoyl-CoA delta isomerase 1	1632	1632	ENSG00000167969
HGNC:14601	ECI2	enoyl-CoA delta isomerase 2	10455	10455	ENSG00000198721
HGNC:3152	ECK~withdrawn	symbol withdrawn, see EPHA2			
HGNC:3153	ECM1	extracellular matrix protein 1	1893	1893	ENSG00000143369
HGNC:49736	ECM1P1	extracellular matrix protein 1 pseudogene 1	100420354	100420354	ENSG00000270639
HGNC:49737	ECM1P2	extracellular matrix protein 1 pseudogene 2		106481698	ENSG00000249995
HGNC:3154	ECM2	extracellular matrix protein 2	1842	1842	ENSG00000106823
HGNC:29020	ECPAS	Ecm29 proteasome adaptor and scaffold	23392	23392	ENSG00000136813
HGNC:14204	ECPN~withdrawn	symbol withdrawn, see OPN3			
HGNC:35454	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator	641700	641700	ENSG00000249751
HGNC:29548	ECSIT	ECSIT signalling integrator	51295	51295	ENSG00000130159
HGNC:3155	ECT2	epithelial cell transforming 2	1894	1894	ENSG00000114346
HGNC:21118	ECT2L	epithelial cell transforming 2 like	345930	345930	ENSG00000203734
HGNC:3156	ED#~withdrawn	entry withdrawn			
HGNC:3161	ED1~withdrawn	symbol withdrawn, see EDA			
HGNC:3158	ED2~withdrawn	symbol withdrawn, see GJB6			
HGNC:3159	ED3~withdrawn	symbol withdrawn, see EDAR			
HGNC:3160	ED4~withdrawn	symbol withdrawn, see NECTIN1			
HGNC:3157	EDA	ectodysplasin A	1896	1896	ENSG00000158813
HGNC:3162	EDA2~withdrawn	symbol withdrawn, see EDA			
HGNC:17756	EDA2R	ectodysplasin A2 receptor	60401	60401	ENSG00000131080
HGNC:2895	EDAR	ectodysplasin A receptor	10913	10913	ENSG00000135960
HGNC:14341	EDARADD	EDAR associated death domain	128178	128178	ENSG00000186197
HGNC:26114	EDC3	enhancer of mRNA decapping 3	80153	80153	ENSG00000179151
HGNC:17157	EDC4	enhancer of mRNA decapping 4	23644	23644	ENSG00000038358
HGNC:16978	EDDM3A	epididymal protein 3A	10876	10876	ENSG00000181562
HGNC:19223	EDDM3B	epididymal protein 3B	64184	64184	ENSG00000181552
HGNC:19224	EDDM3CP	epididymal protein 3C, pseudogene	266643	266643	ENSG00000234060
HGNC:37707	EDDM3DP	epididymal protein 3D, pseudogene	100128220	100128220	ENSG00000258963
HGNC:53168	EDDM13	epididymal protein 13	100506374	100506374	ENSG00000267710
HGNC:3163	EDDR1~withdrawn	symbol withdrawn, see DDR1			
HGNC:18967	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1	9695	9695	ENSG00000134109
HGNC:15877	EDEM2	ER degradation enhancing alpha-mannosidase like protein 2	55741	55741	ENSG00000088298
HGNC:16787	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	80267	80267	ENSG00000116406
HGNC:3164	EDF1	endothelial differentiation related factor 1	8721	8721	ENSG00000107223
HGNC:3171	EDH17B1~withdrawn	symbol withdrawn, see HSD17B1P1			
HGNC:3172	EDH17B2~withdrawn	symbol withdrawn, see HSD17B1			
HGNC:3173	EDIL3	EGF like repeats and discoidin domains 3	10085	10085	ENSG00000164176
HGNC:3174	EDM1~withdrawn	symbol withdrawn, see COMP			
HGNC:3175	EDM2~withdrawn	symbol withdrawn, see COL9A2			
HGNC:3176	EDN1	endothelin 1	1906	1906	ENSG00000078401
HGNC:3177	EDN2	endothelin 2	1907	1907	ENSG00000127129
HGNC:3178	EDN3	endothelin 3	1908	1908	ENSG00000124205
HGNC:3179	EDNRA	endothelin receptor type A	1909	1909	ENSG00000151617
HGNC:3180	EDNRB	endothelin receptor type B	1910	1910	ENSG00000136160
HGNC:49045	EDNRB-AS1	EDNRB antisense RNA 1	100505518	100505518	ENSG00000225579
HGNC:3181	EDP1~withdrawn	symbol withdrawn, see TNFAIP1			
HGNC:24640	EDRF1	erythroid differentiation regulatory factor 1	26098	26098	ENSG00000107938
HGNC:49501	EDRF1-AS1	EDRF1 antisense RNA 1	101927983	101927983	ENSG00000236991
HGNC:3184	EDS4A~withdrawn	symbol withdrawn, see COL3A1			
HGNC:3185	EEA1	early endosome antigen 1	8411	8411	ENSG00000102189
HGNC:3186	EEC1	ectrodactyly, ectodermal dysplasia and cleft lip/palate syndrome 1		1913	
HGNC:3187	EEC2	ectrodactyly, ectodermal dysplasia and cleft lip/palate syndrome 2		1914	
HGNC:3188	EED	embryonic ectoderm development	8726	8726	ENSG00000074266
HGNC:3189	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	1915	1915	ENSG00000156508
HGNC:3190	EEF1A1L14~withdrawn	entry withdrawn			
HGNC:3191	EEF1A1P1	eukaryotic translation elongation factor 1 alpha 1 pseudogene 1	54054	54054	ENSG00000223822
HGNC:20008	EEF1A1P2	eukaryotic translation elongation factor 1 alpha 1 pseudogene 2	319112	319112	ENSG00000258841
HGNC:3194	EEF1A1P3	eukaryotic translation elongation factor 1 alpha 1 pseudogene 3	100421865	100421865	ENSG00000232587
HGNC:3199	EEF1A1P4	eukaryotic translation elongation factor 1 alpha 1 pseudogene 4	100421854	100421854	ENSG00000245205
HGNC:3200	EEF1A1P5	eukaryotic translation elongation factor 1 alpha 1 pseudogene 5	158078	158078	ENSG00000196205
HGNC:3201	EEF1A1P6	eukaryotic translation elongation factor 1 alpha 1 pseudogene 6	221838	221838	ENSG00000233476
HGNC:3202	EEF1A1P7	eukaryotic translation elongation factor 1 alpha 1 pseudogene 7	390924	390924	ENSG00000268222
HGNC:3203	EEF1A1P8	eukaryotic translation elongation factor 1 alpha 1 pseudogene 8	389179	389179	ENSG00000223529
HGNC:3204	EEF1A1P9	eukaryotic translation elongation factor 1 alpha 1 pseudogene 9	441032	441032	ENSG00000249264
HGNC:3205	EEF1A1P10	eukaryotic translation elongation factor 1 alpha 1 pseudogene 10	100421829	100421829	ENSG00000243746
HGNC:3206	EEF1A1P11	eukaryotic translation elongation factor 1 alpha 1 pseudogene 11	440595	440595	ENSG00000228502
HGNC:3195	EEF1A1P12	eukaryotic translation elongation factor 1 alpha 1 pseudogene 12	644604	644604	ENSG00000214199
HGNC:3196	EEF1A1P13	eukaryotic translation elongation factor 1 alpha 1 pseudogene 13	133283	133283	ENSG00000250182
HGNC:3197	EEF1A1P14	eukaryotic translation elongation factor 1 alpha 1 pseudogene 14	647167	647167	ENSG00000233057
HGNC:3198	EEF1A1P15	eukaryotic translation elongation factor 1 alpha 1 pseudogene 15	643563	643563	ENSG00000213704
HGNC:37889	EEF1A1P16	eukaryotic translation elongation factor 1 alpha 1 pseudogene 16	387845	387845	ENSG00000213235
HGNC:37890	EEF1A1P17	eukaryotic translation elongation factor 1 alpha 1 pseudogene 17	401717	401717	ENSG00000257907
HGNC:37891	EEF1A1P18	eukaryotic translation elongation factor 1 alpha 1 pseudogene 18	100887747	100887747	
HGNC:37892	EEF1A1P19	eukaryotic translation elongation factor 1 alpha 1 pseudogene 19	100421796	100421796	ENSG00000249855
HGNC:37893	EEF1A1P20	eukaryotic translation elongation factor 1 alpha 1 pseudogene 20	100421797	100421797	ENSG00000249963
HGNC:37894	EEF1A1P21	eukaryotic translation elongation factor 1 alpha 1 pseudogene 21	100421807	100421807	ENSG00000249542
HGNC:37895	EEF1A1P22	eukaryotic translation elongation factor 1 alpha 1 pseudogene 22	645693	645693	ENSG00000259612
HGNC:37896	EEF1A1P23	eukaryotic translation elongation factor 1 alpha 1 pseudogene 23	100421815	100421815	
HGNC:37897	EEF1A1P24	eukaryotic translation elongation factor 1 alpha 1 pseudogene 24	645715	645715	ENSG00000223668
HGNC:37898	EEF1A1P25	eukaryotic translation elongation factor 1 alpha 1 pseudogene 25	646612	646612	ENSG00000241429
HGNC:37899	EEF1A1P26	eukaryotic translation elongation factor 1 alpha 1 pseudogene 26	100128637	100128637	ENSG00000233167
HGNC:37900	EEF1A1P27	eukaryotic translation elongation factor 1 alpha 1 pseudogene 27	100130234	100130234	ENSG00000179460
HGNC:37902	EEF1A1P28	eukaryotic translation elongation factor 1 alpha 1 pseudogene 28	442709	442709	ENSG00000237709
HGNC:37904	EEF1A1P29	eukaryotic translation elongation factor 1 alpha 1 pseudogene 29	100130211	100130211	ENSG00000215093
HGNC:37906	EEF1A1P30	eukaryotic translation elongation factor 1 alpha 1 pseudogene 30	402420	402420	ENSG00000237757
HGNC:37908	EEF1A1P31	eukaryotic translation elongation factor 1 alpha 1 pseudogene 31	553820	553820	ENSG00000237859
HGNC:37909	EEF1A1P32	eukaryotic translation elongation factor 1 alpha 1 pseudogene 32	730232	730232	ENSG00000213046
HGNC:37911	EEF1A1P33	eukaryotic translation elongation factor 1 alpha 1 pseudogene 33	390352	390352	ENSG00000258846
HGNC:37912	EEF1A1P34	eukaryotic translation elongation factor 1 alpha 1 pseudogene 34	100132358	100132358	ENSG00000233324
HGNC:37913	EEF1A1P35	eukaryotic translation elongation factor 1 alpha 1 pseudogene 35	389223	389223	
HGNC:37914	EEF1A1P36	eukaryotic translation elongation factor 1 alpha 1 pseudogene 36	100421820	100421820	ENSG00000223912
HGNC:37915	EEF1A1P37	eukaryotic translation elongation factor 1 alpha 1 pseudogene 37	100421825	100421825	ENSG00000254124
HGNC:37916	EEF1A1P38	eukaryotic translation elongation factor 1 alpha 1 pseudogene 38	124199	124199	ENSG00000261557
HGNC:37917	EEF1A1P39	eukaryotic translation elongation factor 1 alpha 1 pseudogene 39	100862850	100862850	ENSG00000230125
HGNC:37918	EEF1A1P40	eukaryotic translation elongation factor 1 alpha 1 pseudogene 40	100874490	100874490	ENSG00000231144
HGNC:38799	EEF1A1P41	eukaryotic translation elongation factor 1 alpha 1 pseudogene 41	100874491	100874491	ENSG00000223600
HGNC:48927	EEF1A1P42	eukaryotic translation elongation factor 1 alpha 1 pseudogene 42	442215	442215	ENSG00000277043
HGNC:3193	EEF1A1P43	eukaryotic translation elongation factor 1 alpha 1 pseudogene 43	1918	1918	
HGNC:3192	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	1917	1917	ENSG00000101210
HGNC:27351	EEF1AKMT1	EEF1A lysine methyltransferase 1	221143	221143	ENSG00000150456
HGNC:33787	EEF1AKMT2	EEF1A lysine methyltransferase 2	399818	399818	ENSG00000203791
HGNC:24936	EEF1AKMT3	EEF1A lysine methyltransferase 3	25895	25895	ENSG00000123427
HGNC:53611	EEF1AKMT4	EEF1A lysine methyltransferase 4	110599564	110599564	ENSG00000284753
HGNC:53615	EEF1AKMT4-ECE2	EEF1AKMT4-ECE2 readthrough	110599583	110599583	ENSG00000284917
HGNC:24248	EEF1AKNMT	eEF1A lysine and N-terminal methyltransferase	51603	51603	ENSG00000010165
HGNC:3208	EEF1B2	eukaryotic translation elongation factor 1 beta 2	1933	1933	ENSG00000114942
HGNC:3207	EEF1B2P1	eukaryotic translation elongation factor 1 beta 2 pseudogene 1	1932	1932	ENSG00000231169
HGNC:3209	EEF1B2P2	eukaryotic translation elongation factor 1 beta 2 pseudogene 2	1934	1934	ENSG00000213864
HGNC:3210	EEF1B2P3	eukaryotic translation elongation factor 1 beta 2 pseudogene 3	644820	644820	ENSG00000232472
HGNC:32475	EEF1B2P4	eukaryotic translation elongation factor 1 beta 2 pseudogene 4	100130631	100130631	ENSG00000257119
HGNC:32476	EEF1B2P5	eukaryotic translation elongation factor 1 beta 2 pseudogene 5	442227	442227	ENSG00000225121
HGNC:51453	EEF1B2P6	eukaryotic translation elongation factor 1 beta 2 pseudogene 6	647030	647030	ENSG00000213261
HGNC:51454	EEF1B2P7	eukaryotic translation elongation factor 1 beta 2 pseudogene 7	100421756	100421756	ENSG00000213055
HGNC:51455	EEF1B2P8	eukaryotic translation elongation factor 1 beta 2 pseudogene 8	100421774	100421774	ENSG00000230497
HGNC:3211	EEF1D	eukaryotic translation elongation factor 1 delta	1936	1936	ENSG00000104529
HGNC:32474	EEF1DP1	eukaryotic translation elongation factor 1 delta pseudogene 1	126037	126037	ENSG00000228887
HGNC:33523	EEF1DP2	eukaryotic translation elongation factor 1 delta pseudogene 2	442429	442429	ENSG00000226721
HGNC:30486	EEF1DP3	eukaryotic translation elongation factor 1 delta pseudogene 3	196549	196549	ENSG00000229715
HGNC:22598	EEF1DP4	eukaryotic translation elongation factor 1 delta pseudogene 4	442325	442325	ENSG00000213640
HGNC:33524	EEF1DP5	eukaryotic translation elongation factor 1 delta pseudogene 5	442258	442258	ENSG00000213130
HGNC:51456	EEF1DP6	eukaryotic translation elongation factor 1 delta pseudogene 6	644357	644357	ENSG00000229280
HGNC:51457	EEF1DP7	eukaryotic translation elongation factor 1 delta pseudogene 7	100422656	100422656	ENSG00000263883
HGNC:51458	EEF1DP8	eukaryotic translation elongation factor 1 delta pseudogene 8	283236	283236	ENSG00000236607
HGNC:3212	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	9521	9521	ENSG00000124802
HGNC:49187	EEF1E1-BLOC1S5	EEF1E1-BLOC1S5 readthrough (NMD candidate)	100526837	100526837	ENSG00000265818
HGNC:51459	EEF1E1P1	eukaryotic translation elongation factor 1 epsilon 1 pseudogene 1	100130388	100130388	ENSG00000236307
HGNC:3213	EEF1G	eukaryotic translation elongation factor 1 gamma	1937	1937	ENSG00000254772
HGNC:44556	EEF1GP1	eukaryotic translation elongation factor 1 gamma pseudogene 1	646837	646837	ENSG00000186676
HGNC:44557	EEF1GP2	eukaryotic translation elongation factor 1 gamma pseudogene 2	100130260	100130260	ENSG00000250346
HGNC:44558	EEF1GP3	eukaryotic translation elongation factor 1 gamma pseudogene 3	651628	651628	ENSG00000226845
HGNC:44559	EEF1GP4	eukaryotic translation elongation factor 1 gamma pseudogene 4	100129403	100129403	ENSG00000240138
HGNC:44560	EEF1GP5	eukaryotic translation elongation factor 1 gamma pseudogene 5	642357	642357	ENSG00000234785
HGNC:44561	EEF1GP6	eukaryotic translation elongation factor 1 gamma pseudogene 6	100421733	100421733	ENSG00000216518
HGNC:44562	EEF1GP7	eukaryotic translation elongation factor 1 gamma pseudogene 7	645311	645311	ENSG00000236290
HGNC:44563	EEF1GP8	eukaryotic translation elongation factor 1 gamma pseudogene 8	391698	391698	ENSG00000234125
HGNC:3214	EEF2	eukaryotic translation elongation factor 2	1938	1938	ENSG00000167658
HGNC:24615	EEF2K	eukaryotic elongation factor 2 kinase	29904	29904	ENSG00000103319
HGNC:32221	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase	196483	196483	ENSG00000118894
HGNC:24614	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific	60678	60678	ENSG00000132394
HGNC:3215	EEGV1	electro-encephalographic variant pattern 1	1940	1940	
HGNC:3216	EEK~withdrawn	symbol withdrawn, see EPHA8			
HGNC:22223	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	80820	80820	ENSG00000122547
HGNC:25678	EFCAB1	EF-hand calcium binding domain 1	79645	79645	ENSG00000034239
HGNC:28166	EFCAB2	EF-hand calcium binding domain 2	84288	84288	ENSG00000203666
HGNC:26379	EFCAB3	EF-hand calcium binding domain 3	146779	146779	ENSG00000172421
HGNC:24801	EFCAB5	EF-hand calcium binding domain 5	374786	374786	ENSG00000176927
HGNC:24204	EFCAB6	EF-hand calcium binding domain 6	64800	64800	ENSG00000186976
HGNC:39999	EFCAB6-AS1	EFCAB6 antisense RNA 1	100874197	100874197	ENSG00000223843
HGNC:29379	EFCAB7	EF-hand calcium binding domain 7	84455	84455	ENSG00000203965
HGNC:34532	EFCAB8	EF-hand calcium binding domain 8	388795	388795	ENSG00000215529
